slice_id,position_pct,position_decile,section_key,start_para,end_para,start_line,end_line,paragraph_count,char_len_no_punct,sentence_count,median_sentence_len,primary_function,secondary_functions,transition_hits,marker_hits,direct_reader_hits,plain_translation_hits,turn_hits,judgment_hits,scene_hits,humor_hits,fact_anchor_hits,character_pressure_hits,closure_hits,dialogue_hits,inventory_hits
FS00163,8.9,1,V001-P001-C020-S000,2230,2245,4533,4563,16,708,21,32,dialogue_scene,humor_aside|turn|narration,2,21,5,0,2,1,4,4,1,0,0,4,0
FS00164,8.96,1,V001-P001-C020-S000,2246,2262,4565,4597,17,707,24,27.5,turn,judgment|character|humor_aside,4,12,0,0,3,2,2,2,1,2,0,0,0
FS00165,9.01,1,V001-P001-C020-S000,2263,2275,4599,4623,13,744,23,30,dialogue_scene,humor_aside|turn|character,1,7,0,0,1,0,0,2,1,1,0,2,0
FS00166,9.07,1,V001-P001-C020-S000,2276,2285,4625,4643,10,742,21,32,judgment,character|closure|narration,1,14,4,0,0,2,4,0,0,2,2,0,0
FS00167,9.12,1,V001-P001-C020-S000,2286,2300,4645,4673,15,750,18,32.5,character,humor_aside|turn|narration,5,22,2,0,2,0,4,4,1,5,2,1,1
FS00168,9.18,1,V001-P001-C020-S000,2301,2316,4675,4705,16,739,24,27.5,humor_aside,narration|dialogue_scene|turn,2,36,4,0,1,0,4,10,12,0,0,5,0
FS00169,9.23,1,V001-P001-C020-S000,2317,2331,4707,4735,15,733,20,33.5,narration,judgment|character|explanation,1,33,0,2,0,4,0,0,18,4,1,2,2
FS00170,9.28,1,V001-P001-C020-S000,2332,2350,4737,4773,19,720,28,24.0,dialogue_scene,humor_aside|narration|character,3,39,6,0,2,1,7,4,0,3,1,15,0
FS00171,9.34,1,V001-P001-C020-S000,2351,2369,4775,4811,19,749,28,22.5,character,dialogue_scene|narration|turn,3,30,3,0,2,0,1,2,6,9,2,4,1
FS00172,9.39,1,V001-P001-C020-S000,2370,2377,4813,4827,8,696,13,58,turn,narration|humor_aside|judgment,3,10,0,0,2,1,3,2,2,0,0,0,0
FS00173,9.45,1,V001-P001-C020-S000,2378,2388,4829,4849,11,743,21,32,humor_aside,narration|turn|inventory,3,8,0,0,1,0,1,2,3,0,0,0,1
FS00174,9.5,1,V001-P001-C020-S000,2389,2399,4851,4871,11,741,17,38,narration,turn|character|humor_aside,2,17,2,1,2,1,3,2,3,2,1,0,0
FS00175,9.56,1,V001-P001-C020-S000,2400,2415,4873,4903,16,760,17,49,humor_aside,turn|narration|closure,2,18,2,0,2,0,2,4,3,1,2,2,0
FS00176,9.61,1,V001-P001-C020-S000,2416,2426,4905,4925,11,612,14,34.5,closure,humor_aside|turn|narration,5,21,0,0,2,0,4,4,1,0,8,0,2
FS00177,9.67,1,V001-P001-C021-S000,2427,2439,4930,4954,13,707,15,43,explanation,judgment|humor_aside|narration,3,20,5,4,0,2,0,2,4,1,1,0,1
FS00178,9.72,1,V001-P001-C021-S000,2440,2454,4956,4984,15,757,18,39.0,dialogue_scene,judgment|character|narration,9,39,5,1,2,5,4,2,3,4,3,8,2
FS00179,9.78,1,V001-P001-C021-S000,2455,2466,4986,5008,12,701,16,30.5,judgment,humor_aside|turn|closure,2,10,1,0,1,2,0,2,2,0,1,0,1
FS00180,9.83,1,V001-P001-C021-S000,2467,2479,5010,5034,13,723,20,33.0,judgment,character|explanation|humor_aside,4,22,6,2,0,3,1,2,3,4,1,0,0
FS00181,9.89,1,V001-P001-C021-S000,2480,2489,5036,5054,10,739,17,46,dialogue_scene,narration|judgment|humor_aside,3,39,8,0,1,3,1,2,12,1,1,8,2
FS00182,9.94,1,V001-P001-C021-S000,2490,2500,5056,5076,11,701,14,41.0,dialogue_scene,narration|humor_aside|character,3,42,7,0,2,2,2,4,13,3,0,8,1
FS00183,9.99,1,V001-P001-C021-S000,2501,2508,5078,5095,8,516,11,45,narration,judgment|inventory|character,2,27,3,1,0,3,1,0,12,2,0,2,3
FS00184,10.05,1,V001-P001-C022-S000,2509,2517,5097,5113,9,723,18,30.0,explanation,humor_aside|judgment|character,1,13,6,1,0,1,1,2,1,1,0,0,0
FS00185,10.1,2,V001-P001-C022-S000,2518,2537,5115,5153,20,757,24,26.0,dialogue_scene,judgment|narration|explanation,2,35,6,2,2,3,3,2,6,0,0,8,3
FS00186,10.16,2,V001-P001-C022-S000,2538,2549,5155,5177,12,718,13,51,inventory,explanation|narration|turn,2,27,13,2,1,0,2,0,4,0,0,0,5
FS00187,10.21,2,V001-P001-C022-S000,2550,2555,5179,5189,6,723,14,54.5,inventory,judgment|narration,0,22,6,0,0,3,0,0,7,0,0,0,6
FS00188,10.27,2,V001-P001-C022-S000,2556,2569,5191,5217,14,747,22,33.5,turn,character|inventory|narration,6,34,3,0,7,2,1,2,7,6,0,0,6
FS00189,10.32,2,V001-P001-C022-S000,2570,2578,5219,5235,9,742,17,40,dialogue_scene,narration|character|inventory,2,49,6,1,3,2,0,2,13,6,3,7,6
FS00190,10.38,2,V001-P001-C022-S000,2579,2592,5237,5263,14,731,21,29,narration,judgment|explanation|turn,4,31,0,2,2,4,0,0,19,2,2,0,0
FS00191,10.43,2,V001-P001-C022-S000,2593,2603,5265,5285,11,752,17,40,dialogue_scene,narration|judgment|humor_aside,1,34,4,1,0,3,1,2,14,0,0,8,1
FS00192,10.49,2,V001-P001-C022-S000,2604,2616,5287,5311,13,716,16,43.5,narration,humor_aside|judgment|dialogue_scene,4,23,1,1,1,2,3,4,6,1,1,2,1
FS00193,10.54,2,V001-P001-C022-S000,2617,2626,5313,5331,10,683,19,37,inventory,turn|humor_aside|character,4,10,0,0,2,0,1,2,0,1,0,0,4
FS00194,10.6,2,V001-P001-C022-S000,2627,2639,5333,5357,13,712,18,35.0,humor_aside,narration|character|closure,1,19,0,0,1,0,1,4,7,2,2,2,0
FS00195,10.65,2,V001-P001-C022-S000,2640,2647,5359,5373,8,485,13,30,narration,inventory|turn|closure,5,14,1,0,2,0,5,0,2,0,1,0,3
FS00196,10.7,2,V001-P001-C023-S000,2648,2664,5378,5410,17,728,19,28,humor_aside,judgment|turn|character,7,36,2,1,3,3,4,12,2,4,4,0,1
FS00197,10.76,2,V001-P001-C023-S000,2665,2677,5412,5436,13,700,19,33,character,narration|explanation|turn,1,15,2,1,1,0,4,0,2,4,0,0,1
FS00198,10.81,2,V001-P001-C023-S000,2678,2690,5438,5462,13,695,17,35,humor_aside,character|judgment|narration,4,23,2,0,0,2,4,6,2,5,2,0,0
FS00199,10.87,2,V001-P001-C023-S000,2691,2702,5464,5486,12,713,19,31,judgment,dialogue_scene|humor_aside|narration,1,14,0,0,0,3,4,2,0,1,0,4,0
FS00200,10.92,2,V001-P001-C023-S000,2703,2713,5488,5508,11,747,19,38,judgment,turn|narration|character,7,10,0,0,2,2,3,0,1,1,0,0,1
FS00201,10.98,2,V001-P001-C023-S000,2714,2728,5510,5538,15,742,19,36,inventory,character|humor_aside|narration,3,19,5,0,1,1,1,2,3,2,1,0,3
FS00202,11.03,2,V001-P001-C023-S000,2729,2738,5540,5558,10,728,16,39.0,narration,closure|humor_aside|inventory,3,20,1,0,1,1,4,2,7,0,2,0,2
FS00203,11.09,2,V001-P001-C023-S000,2739,2752,5560,5586,14,744,19,33,turn,character|humor_aside|narration,4,16,0,1,3,1,0,2,4,3,1,0,1
FS00204,11.14,2,V001-P001-C023-S000,2753,2765,5588,5612,13,678,17,34,character,turn|explanation|dialogue_scene,3,17,5,1,2,0,1,0,1,5,0,2,0
FS00205,11.2,2,V001-P001-C023-S000,2766,2781,5614,5644,16,725,22,31.5,turn,character|narration|judgment,4,21,1,0,5,1,4,0,2,7,0,0,1
FS00206,11.25,2,V001-P001-C023-S000,2782,2796,5646,5674,15,735,21,35,character,turn|closure|narration,1,23,8,0,3,0,0,0,2,7,3,0,0
FS00207,11.31,2,V001-P001-C023-S000,2797,2807,5676,5696,11,727,18,43.0,judgment,explanation|humor_aside|narration,5,16,2,2,1,5,3,2,1,0,0,0,0
FS00208,11.36,2,V001-P001-C023-S000,2808,2821,5698,5724,14,692,18,38.5,turn,humor_aside|character|closure,5,12,0,0,4,0,1,4,1,1,1,0,0
FS00209,11.41,2,V001-P001-C023-S000,2822,2831,5726,5744,10,748,15,48,judgment,narration|turn|character,3,11,3,0,1,2,2,0,1,1,0,1,0
FS00210,11.47,2,V001-P001-C023-S000,2832,2845,5746,5772,14,755,18,38.0,explanation,character|dialogue_scene|judgment,3,16,3,3,1,1,0,0,0,4,0,4,0
FS00211,11.52,2,V001-P001-C023-S000,2846,2873,5774,5828,28,689,23,25,character,turn|closure|humor_aside,2,16,4,0,2,0,3,2,0,3,2,0,0
FS00212,11.58,2,V001-P002-C024-S000,2874,2885,5835,5857,12,718,15,34,explanation,turn|narration|dialogue_scene,4,17,2,2,2,1,1,0,4,1,1,2,1
FS00213,11.63,2,V001-P002-C024-S000,2886,2899,5859,5885,14,726,17,37,character,explanation|closure|turn,3,10,0,2,1,0,1,0,0,3,2,0,1
FS00214,11.69,2,V001-P002-C024-S000,2900,2913,5887,5913,14,657,18,34.0,dialogue_scene,turn|humor_aside|narration,2,26,8,0,2,1,2,2,2,1,0,8,0
FS00215,11.74,2,V001-P002-C024-S000,2914,2923,5915,5933,10,754,10,70.0,dialogue_scene,character|narration|explanation,4,19,2,1,1,1,2,0,2,2,1,6,1
FS00216,11.8,2,V001-P002-C024-S000,2924,2934,5935,5955,11,745,14,47.0,dialogue_scene,explanation|closure|humor_aside,3,23,8,1,1,1,2,2,2,0,2,3,1
FS00217,11.85,2,V001-P002-C024-S000,2935,2949,5957,5985,15,673,16,39.0,dialogue_scene,narration|turn|character,0,17,2,0,1,0,0,0,4,1,0,8,1
FS00218,11.91,2,V001-P002-C025-S000,2950,2962,5990,6014,13,751,21,29,explanation,character|narration|inventory,3,16,0,3,1,1,2,0,3,3,0,1,2
FS00219,11.96,2,V001-P002-C025-S000,2963,2981,6016,6052,19,754,21,31,dialogue_scene,character|inventory|judgment,2,32,2,0,1,2,2,2,3,3,0,14,3
FS00220,12.02,2,V001-P002-C025-S000,2982,2992,6054,6074,11,722,18,36.5,explanation,inventory|judgment|narration,2,21,1,4,1,2,2,2,4,0,0,0,5
FS00221,12.07,2,V001-P002-C025-S000,2993,3000,6076,6090,8,683,16,35.5,character,explanation|inventory|judgment,0,9,0,1,0,1,1,0,2,2,0,0,2
FS00222,12.12,2,V001-P002-C025-S000,3001,3012,6092,6114,12,707,16,38.0,humor_aside,turn|dialogue_scene|narration,4,19,5,0,2,1,4,4,0,0,0,2,1
FS00223,12.18,2,V001-P002-C025-S000,3013,3023,6116,6136,11,728,14,52.0,narration,dialogue_scene|inventory|judgment,1,13,2,0,0,1,4,0,1,1,0,2,2
FS00224,12.23,2,V001-P002-C025-S000,3024,3035,6138,6160,12,759,17,45,dialogue_scene,explanation|narration|inventory,4,27,5,2,1,1,0,0,7,0,0,9,2
FS00225,12.29,2,V001-P002-C025-S000,3036,3041,6162,6175,6,494,14,35.5,turn,narration|explanation,4,8,0,1,3,0,4,0,0,0,0,0,0
FS00226,12.34,2,V001-P002-C026-S000,3042,3055,6177,6203,14,719,19,38,dialogue_scene,explanation|narration|humor_aside,4,17,1,2,1,0,3,2,3,1,0,4,0
FS00227,12.4,2,V001-P002-C026-S000,3056,3066,6205,6225,11,720,17,43,explanation,humor_aside|inventory|narration,4,12,1,3,0,0,1,2,3,0,0,0,2
FS00228,12.45,2,V001-P002-C026-S000,3067,3077,6227,6247,11,757,17,42,judgment,narration|dialogue_scene|inventory,3,20,0,1,1,5,4,0,4,1,0,2,2
FS00229,12.51,2,V001-P002-C026-S000,3078,3098,6249,6289,21,740,21,29,turn,dialogue_scene|humor_aside|narration,8,27,1,1,6,1,5,4,2,1,0,6,0
FS00230,12.56,2,V001-P002-C026-S000,3099,3109,6291,6311,11,712,16,39.0,dialogue_scene,inventory|judgment|character,1,29,3,0,1,3,2,2,1,2,2,8,5
FS00231,12.62,2,V001-P002-C026-S000,3110,3126,6313,6345,17,704,21,26,dialogue_scene,humor_aside|turn|narration,4,24,3,0,2,1,3,4,1,1,1,8,0
FS00232,12.67,2,V001-P002-C026-S000,3127,3135,6347,6363,9,733,22,31.5,explanation,judgment|turn|narration,2,4,0,2,1,1,0,0,0,0,0,0,0
FS00233,12.73,2,V001-P002-C026-S000,3136,3144,6365,6384,9,520,16,29.5,dialogue_scene,judgment|humor_aside|turn,0,12,1,0,1,2,0,2,1,1,0,4,0
FS00234,12.78,2,V001-P002-C027-S000,3145,3160,6386,6416,16,742,24,25.0,turn,narration|explanation|judgment,6,15,2,1,4,1,6,0,0,0,0,0,1
FS00235,12.83,2,V001-P002-C027-S000,3161,3171,6418,6438,11,718,15,33,dialogue_scene,turn|explanation|narration,6,18,1,2,3,1,1,0,3,0,1,6,0
FS00236,12.89,2,V001-P002-C027-S000,3172,3183,6440,6462,12,721,19,38,judgment,narration|explanation|dialogue_scene,2,21,1,2,1,3,2,0,7,2,0,3,0
FS00237,12.94,2,V001-P002-C027-S000,3184,3194,6464,6484,11,696,17,38,turn,judgment|narration|closure,5,14,0,0,4,2,4,0,2,0,2,0,0
FS00238,13.0,2,V001-P002-C027-S000,3195,3205,6486,6506,11,670,20,33.5,dialogue_scene,explanation|judgment|turn,4,11,2,1,1,1,0,0,1,1,1,3,0
FS00239,13.05,2,V001-P002-C027-S000,3206,3221,6508,6538,16,743,20,37.5,turn,character|inventory|dialogue_scene,9,14,2,0,5,0,1,0,0,3,0,1,2
FS00240,13.11,2,V001-P002-C027-S000,3222,3233,6540,6562,12,729,20,40.0,judgment,character|turn|narration,2,12,0,0,2,3,2,0,1,3,0,1,0
FS00241,13.16,2,V001-P002-C027-S000,3234,3244,6564,6584,11,656,18,34.0,turn,narration|character|explanation,4,16,1,1,3,0,3,0,4,3,1,0,0
FS00242,13.22,2,V001-P002-C027-S000,3245,3255,6586,6606,11,702,20,29.5,judgment,turn|narration,1,4,1,0,1,2,0,0,0,0,0,0,0
FS00243,13.27,2,V001-P002-C027-S000,3256,3269,6608,6634,14,744,18,39.0,turn,narration|judgment|character,5,22,6,0,3,2,5,0,3,2,0,0,1
FS00244,13.33,2,V001-P002-C027-S000,3270,3284,6636,6664,15,679,26,27.5,dialogue_scene,character|turn|judgment,2,17,3,0,2,1,1,0,1,3,1,4,1
FS00245,13.38,2,V001-P002-C027-S000,3285,3293,6666,6682,9,701,19,32,narration,turn|dialogue_scene,5,18,0,0,4,0,3,0,9,0,0,2,0
FS00246,13.44,2,V001-P002-C027-S000,3294,3305,6684,6706,12,686,19,34,dialogue_scene,turn|narration|closure,4,32,8,0,3,0,3,0,0,0,1,17,0
FS00247,13.49,2,V001-P002-C028-S000,3306,3316,6711,6731,11,725,15,49,turn,character|narration|judgment,5,10,0,0,2,1,2,0,2,2,1,0,0
FS00248,13.54,2,V001-P002-C028-S000,3317,3326,6733,6751,10,673,15,41,explanation,humor_aside|judgment|turn,1,8,0,1,1,1,2,2,0,0,0,0,1
FS00249,13.6,2,V001-P002-C028-S000,3327,3333,6753,6765,7,744,13,37,turn,narration|character|humor_aside,6,25,0,1,5,1,7,2,6,2,0,0,1
FS00250,13.65,2,V001-P002-C028-S000,3334,3341,6767,6781,8,710,14,55.0,judgment,turn|narration|character,2,11,0,0,2,4,2,0,2,1,0,0,0
FS00251,13.71,2,V001-P002-C028-S000,3342,3352,6783,6803,11,702,19,34,turn,dialogue_scene|narration|character,2,11,1,0,2,0,1,0,3,1,0,2,1
FS00252,13.76,2,V001-P002-C028-S000,3353,3362,6805,6823,10,716,18,26.0,judgment,explanation|narration|turn,3,16,0,1,2,3,3,2,3,2,0,0,0
FS00253,13.82,2,V001-P002-C028-S000,3363,3378,6825,6855,16,756,19,39,character,judgment|dialogue_scene|explanation,2,14,0,1,1,3,0,0,1,5,0,2,1
FS00254,13.87,2,V001-P002-C028-S000,3379,3388,6857,6875,10,734,18,40.5,dialogue_scene,turn|humor_aside|explanation,6,22,3,1,4,1,1,2,2,1,1,6,0
FS00255,13.93,2,V001-P002-C028-S000,3389,3401,6877,6901,13,750,17,35,turn,narration|character|inventory,4,18,5,0,3,0,5,0,2,2,0,0,1
FS00256,13.98,2,V001-P002-C028-S000,3402,3411,6903,6921,10,681,16,32.0,turn,closure|dialogue_scene|explanation,2,11,0,1,2,0,3,0,0,1,2,2,0
FS00257,14.04,2,V001-P002-C028-S000,3412,3422,6923,6943,11,700,16,45.5,narration,turn|closure|dialogue_scene,5,20,2,0,3,1,7,0,2,0,3,2,0
FS00258,14.09,2,V001-P002-C028-S000,3423,3432,6945,6963,10,752,20,42.5,dialogue_scene,narration|judgment,3,15,2,0,0,1,4,0,2,0,0,6,0
FS00259,14.15,2,V001-P002-C028-S000,3433,3440,6965,6979,8,709,17,35,closure,dialogue_scene|narration|explanation,1,11,0,1,0,0,1,0,3,1,3,2,0
FS00260,14.2,2,V001-P002-C028-S000,3441,3446,6981,6994,6,547,14,40.0,judgment,closure|turn|narration,5,14,0,0,2,5,2,0,1,1,3,0,0
FS00261,14.25,2,V001-P002-C029-S000,3447,3459,6996,7020,13,712,20,33.5,dialogue_scene,explanation|turn|narration,5,31,5,3,3,0,1,2,4,2,1,9,1
FS00262,14.31,2,V001-P002-C029-S000,3460,3473,7022,7048,14,755,22,32.5,dialogue_scene,character|narration|humor_aside,0,24,8,1,0,0,0,2,6,3,0,4,0
FS00263,14.36,2,V001-P002-C029-S000,3474,3483,7050,7068,10,750,17,37,turn,narration|character|inventory,3,14,0,0,3,0,4,0,4,2,0,0,1
FS00264,14.42,2,V001-P002-C029-S000,3484,3492,7070,7086,9,759,13,47,dialogue_scene,turn|closure|narration,1,5,0,0,1,0,0,0,1,0,1,2,0
FS00265,14.47,2,V001-P002-C029-S000,3493,3500,7088,7102,8,757,12,53.0,turn,narration|dialogue_scene|explanation,3,13,2,0,3,0,3,0,3,0,0,2,0
FS00266,14.53,2,V001-P002-C029-S000,3501,3509,7104,7120,9,685,18,36.5,explanation,turn|dialogue_scene|judgment,6,25,3,4,4,2,6,0,0,2,0,3,1
FS00267,14.58,2,V001-P002-C029-S000,3510,3519,7122,7140,10,746,11,62,turn,narration|explanation|character,6,12,0,1,5,0,3,0,1,1,0,0,1
FS00268,14.64,2,V001-P002-C029-S000,3520,3528,7142,7158,9,628,12,56.5,character,humor_aside|judgment|narration,1,9,0,0,1,1,2,2,1,2,0,0,0
FS00269,14.69,2,V001-P002-C029-S000,3529,3536,7160,7174,8,729,16,43.0,turn,character|judgment|narration,3,14,0,0,3,2,1,0,2,4,1,0,1
FS00270,14.75,2,V001-P002-C029-S000,3537,3542,7176,7186,6,740,10,71.5,turn,explanation|dialogue_scene|narration,7,23,0,3,4,0,4,0,4,3,0,4,1
FS00271,14.8,2,V001-P002-C029-S000,3543,3553,7188,7208,11,728,18,35.0,turn,narration|character|dialogue_scene,5,18,4,0,3,0,4,0,2,2,1,2,0
FS00272,14.86,2,V001-P002-C029-S000,3554,3565,7210,7232,12,719,18,37.5,dialogue_scene,turn|narration|explanation,2,16,2,1,2,1,3,0,2,1,0,3,1
FS00273,14.91,2,V001-P002-C029-S000,3566,3569,7234,7243,4,460,8,47.5,explanation,narration|turn,2,7,0,2,1,0,4,0,0,0,0,0,0
FS00274,14.96,2,V001-P002-C030-S000,3570,3578,7245,7261,9,728,15,45,narration,character|closure|explanation,3,19,0,1,1,1,8,0,1,3,2,1,1
FS00275,15.02,2,V001-P002-C030-S000,3579,3590,7263,7285,12,760,17,46,dialogue_scene,judgment|inventory|closure,1,15,2,0,0,2,1,0,1,0,1,6,2
FS00276,15.07,2,V001-P002-C030-S000,3591,3601,7287,7307,11,715,16,45.5,turn,character|dialogue_scene|judgment,3,24,4,0,4,2,2,2,2,3,0,3,2
FS00277,15.13,2,V001-P002-C030-S000,3602,3609,7309,7323,8,735,14,56.0,turn,narration|explanation|character,9,16,0,2,5,0,3,0,4,1,1,0,0
FS00278,15.18,2,V001-P002-C030-S000,3610,3619,7325,7343,10,748,17,37,turn,judgment|character|narration,2,9,0,0,3,2,1,0,1,2,0,0,0
FS00279,15.24,2,V001-P002-C030-S000,3620,3629,7345,7363,10,670,14,44.0,dialogue_scene,turn|closure|narration,4,18,0,0,3,1,4,0,0,1,2,6,1
FS00280,15.29,2,V001-P002-C030-S000,3630,3639,7365,7383,10,731,23,30,character,judgment|dialogue_scene|inventory,1,16,0,0,1,2,2,0,1,5,1,2,2
FS00281,15.35,2,V001-P002-C030-S000,3640,3647,7385,7399,8,755,18,44.0,judgment,dialogue_scene|narration|closure,2,21,2,0,1,5,2,0,3,0,2,5,1
FS00282,15.4,2,V001-P002-C030-S000,3648,3654,7401,7413,7,623,14,35.0,narration,closure|inventory|character,2,11,1,0,0,0,1,0,4,1,2,0,2
FS00283,15.46,2,V001-P002-C030-S000,3655,3663,7415,7431,9,693,19,35,character,narration|turn|explanation,2,15,2,1,2,0,4,0,2,4,0,0,0
FS00284,15.51,2,V001-P002-C030-S000,3664,3676,7433,7457,13,760,19,30,turn,dialogue_scene|humor_aside|explanation,5,22,5,1,3,1,3,4,0,0,1,4,0
FS00285,15.57,2,V001-P002-C030-S000,3677,3685,7459,7475,9,703,16,36.0,turn,narration|closure|character,5,13,0,0,4,0,3,0,2,1,2,0,1
FS00286,15.62,2,V001-P002-C030-S000,3686,3692,7477,7489,7,750,16,41.5,turn,explanation|narration|humor_aside,6,20,0,4,5,0,5,2,4,0,0,0,0
FS00287,15.67,2,V001-P002-C030-S000,3693,3699,7491,7506,7,549,12,42.5,dialogue_scene,judgment|narration|closure,1,21,2,0,0,2,1,0,2,0,1,12,1
FS00288,15.73,2,V001-P002-C031-S000,3700,3712,7508,7532,13,743,18,38.0,turn,narration|character|inventory,5,13,1,0,4,0,6,0,0,1,0,0,1
FS00289,15.78,2,V001-P002-C031-S000,3713,3722,7534,7552,10,744,18,36.5,dialogue_scene,judgment|humor_aside|explanation,3,19,3,1,1,2,3,2,0,1,0,6,0
FS00290,15.84,2,V001-P002-C031-S000,3723,3732,7554,7572,10,704,17,37,character,explanation|turn|narration,5,21,0,3,3,0,3,0,2,7,1,2,0
FS00291,15.89,2,V001-P002-C031-S000,3733,3741,7574,7590,9,739,18,37.5,dialogue_scene,explanation|narration|turn,8,28,3,3,3,0,5,0,4,2,2,6,0
FS00292,15.95,2,V001-P002-C031-S000,3742,3753,7592,7614,12,711,20,30.0,narration,judgment|turn|dialogue_scene,4,22,1,1,3,3,8,0,2,0,0,4,0
FS00293,16.0,2,V001-P002-C031-S000,3754,3765,7616,7638,12,690,20,31.0,character,closure|dialogue_scene|narration,3,14,2,0,1,1,2,0,2,2,2,2,0
FS00294,16.06,2,V001-P002-C031-S000,3766,3782,7640,7672,17,739,19,34,dialogue_scene,narration|turn|inventory,3,23,8,0,2,1,2,0,4,0,0,4,2
FS00295,16.11,2,V001-P002-C031-S000,3783,3796,7674,7700,14,756,20,42.5,dialogue_scene,explanation|narration|turn,10,29,2,3,2,0,3,0,4,1,2,12,0
FS00296,16.17,2,V001-P002-C031-S000,3797,3827,7702,7762,31,718,31,11,dialogue_scene,turn|judgment|character,3,33,7,0,2,1,1,0,1,1,1,18,1
FS00297,16.22,2,V001-P002-C031-S000,3828,3841,7764,7790,14,724,18,37.5,dialogue_scene,narration|closure|turn,7,28,3,0,2,0,4,1,7,1,3,7,0
FS00298,16.28,2,V001-P002-C031-S000,3842,3850,7792,7815,9,469,15,27,narration,character|judgment|turn,3,21,6,0,2,2,3,0,4,3,1,0,0
FS00299,16.33,2,V002-P003-C032-S000,3851,3856,7817,7827,6,674,14,46.5,judgment,turn|narration|character,6,23,1,0,3,3,3,0,5,3,1,2,2
FS00300,16.38,2,V002-P003-C032-S000,3857,3862,7829,7839,6,666,16,32.5,humor_aside,dialogue_scene|judgment|turn,2,31,8,1,2,2,0,8,5,0,0,4,1
FS00301,16.44,2,V002-P003-C032-S000,3863,3873,7841,7861,11,699,21,31,dialogue_scene,humor_aside|inventory|judgment,2,32,4,0,0,2,1,10,1,0,0,10,4
FS00302,16.49,2,V002-P003-C032-S000,3874,3882,7863,7879,9,708,15,49,dialogue_scene,explanation|character|judgment,4,21,3,2,1,1,2,0,1,2,0,9,0
FS00303,16.55,2,V002-P003-C032-S000,3883,3900,7881,7915,18,675,21,23,humor_aside,turn|narration|closure,6,36,5,1,4,1,2,13,5,0,2,2,1
FS00304,16.6,2,V002-P003-C032-S000,3901,3911,7917,7937,11,755,20,37.5,dialogue_scene,judgment|character|narration,5,45,5,1,1,5,0,2,9,6,2,11,3
FS00305,16.66,2,V002-P003-C032-S000,3912,3926,7939,7967,15,760,16,47.0,narration,character|closure|turn,4,31,7,0,2,1,0,2,10,4,4,0,1
FS00306,16.71,2,V002-P003-C032-S000,3927,3940,7969,7995,14,749,24,26.5,character,humor_aside|turn|closure,5,32,6,0,4,2,0,6,2,6,4,0,2
FS00307,16.77,2,V002-P003-C032-S000,3941,3951,7997,8017,11,730,16,44.5,dialogue_scene,explanation|judgment|closure,4,22,5,2,1,2,1,2,2,0,2,5,0
FS00308,16.82,2,V002-P003-C032-S000,3952,3958,8019,8031,7,674,13,43,dialogue_scene,narration|character|explanation,2,20,2,1,0,0,2,0,6,2,1,6,0
FS00309,16.88,2,V002-P003-C032-S000,3959,3963,8033,8041,5,490,10,47.0,narration,dialogue_scene|explanation|humor_aside,1,17,0,1,1,0,2,2,7,1,0,2,1
FS00310,16.93,2,V002-P003-C033-S000,3964,3971,8046,8060,8,684,15,34,narration,humor_aside|judgment|character,1,32,3,0,0,3,1,6,16,2,1,0,0
FS00311,16.99,2,V002-P003-C033-S000,3972,3981,8062,8080,10,740,15,43,judgment,explanation|narration|closure,6,26,7,2,0,4,0,2,6,1,2,2,0
FS00312,17.04,2,V002-P003-C033-S000,3982,3994,8082,8106,13,719,15,47,humor_aside,narration|inventory|judgment,3,28,4,0,1,2,2,6,7,1,2,0,3
FS00313,17.09,2,V002-P003-C033-S000,3995,4005,8108,8128,11,732,19,36,turn,humor_aside|narration|dialogue_scene,7,26,3,1,7,1,3,4,4,1,0,2,0
FS00314,17.15,2,V002-P003-C033-S000,4006,4017,8130,8152,12,701,17,31,turn,narration|inventory|explanation,5,27,3,1,5,1,7,2,3,2,0,0,3
FS00315,17.2,2,V002-P003-C033-S000,4018,4030,8154,8178,13,716,24,30.0,dialogue_scene,inventory|judgment|humor_aside,4,37,4,1,1,3,1,4,4,2,3,9,5
FS00316,17.26,2,V002-P003-C033-S000,4031,4047,8180,8212,17,737,21,34,dialogue_scene,turn|humor_aside|explanation,7,42,8,2,3,0,5,4,1,1,2,16,0
FS00317,17.31,2,V002-P003-C033-S000,4048,4060,8214,8238,13,724,18,43.0,dialogue_scene,turn|closure|narration,6,31,3,0,5,0,5,2,1,2,3,8,2
FS00318,17.37,2,V002-P003-C033-S000,4061,4068,8240,8254,8,695,17,41,humor_aside,judgment|dialogue_scene|turn,7,24,2,0,2,3,2,6,3,0,2,4,0
FS00319,17.42,2,V002-P003-C033-S000,4069,4078,8256,8274,10,704,15,36,humor_aside,judgment|narration|explanation,2,24,12,1,0,2,3,3,1,0,1,0,1
FS00320,17.48,2,V002-P003-C033-S000,4079,4088,8276,8294,10,649,16,35.0,turn,humor_aside|narration|judgment,3,16,2,0,3,1,3,4,2,0,0,0,1
FS00321,17.53,2,V002-P003-C033-S000,4089,4101,8296,8320,13,739,19,34,turn,humor_aside|narration|closure,4,28,7,0,3,0,6,4,2,1,2,1,2
FS00322,17.59,2,V002-P003-C033-S000,4102,4112,8322,8342,11,615,17,25,explanation,turn|closure|narration,5,17,10,2,2,0,2,0,0,0,1,0,0
